Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Do you contribute to hiring and firing decisions at your company?,"For many professions, alternative credentials can qualify a person for an entry-level position.",It will soon become fairly conventional for high school graduates to obtain alternative credentials instead of going to college.,"When you add up the pros and cons for online education, it's probably a good thing for society overall.","When you add up the pros and cons for artificial intelligence, it's probably a good thing for society overall.","When you add up the pros and cons for cryptocurrency, it's probably a good thing for society overall.","When evaluating an applicant's education, it is important is important to check whether the degree was awarded from a US institution.",Have you heard of any of the following online course providers?,,,,,Do you work in a STEM profession?,Which of these industries most closely matches your profession?,I consider myself religious,I consider myself Christian,Government regulation helps ensure businesses treat individuals more fairly.,Age,Gender,Household Income,Region,Device Type
6718674339,170687521,2/26/2018 3:54,2/26/2018 3:54,,,,,fa8454b3378711d9ac8d25571d,No,Strongly Agree,Strongly Agree,6,,6,Strongly Disagree,Udacity,,,,,Yes,Education,,,,45-60,Male,"$25,000-$49,999",Mountain,Windows Desktop / Laptop
6718655017,170687521,2/26/2018 3:38,2/26/2018 3:39,,,,,beadaf347d9eb9546173af987b,Yes,Strongly Agree,6,9,,Strongly Disagree,Strongly Disagree,,,Coursera,,,No,Retail,,,,18-29,Female,"$10,000-$24,999",South Atlantic,iOS Phone / Tablet
6718651647,170687521,2/26/2018 3:35,2/26/2018 3:37,,,,,7d0e00d73bfe5ba28a9e7961e8,No,6,6,7,,Strongly Disagree,7,,,,,,Unsure,Retail,,,,> 60,Female,"$10,000-$24,999",Mountain,Android Phone / Tablet
6718634666,170687521,2/26/2018 3:23,2/26/2018 3:23,,,,,b004fc1bdabbacc81f1ec69514,No,Strongly Disagree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,Strongly Disagree,Udacity,,,,,No,Other,,,,30-44,Female,"$0-$9,999",Pacific,Android Phone / Tablet
6718630599,170687521,2/26/2018 3:19,2/26/2018 3:20,,,,,433e355b0b12b1e9069d6c68c6,No,7,8,8,,8,4,,,,,,Unsure,Manufacturing,,,,45-60,Male,"$100,000-$124,999",Middle Atlantic,Windows Desktop / Laptop
6718629993,170687521,2/26/2018 3:18,2/26/2018 3:20,,,,,72a119c2b7646b978b15d8dfeb,Unemployed,5,7,2,,5,5,Udacity,,,,,No,Other,,,,30-44,Female,"$25,000-$49,999",Pacific,Windows Desktop / Laptop
6718625721,170687521,2/26/2018 3:13,2/26/2018 3:16,,,,,e9f25f57a24f1692816bbb6bb0,No,6,Strongly Disagree,Strongly Agree,,Strongly Agree,5,,,,,,No,Other,,,,30-44,Female,"$25,000-$49,999",New England,iOS Phone / Tablet
6718621330,170687521,2/26/2018 3:10,2/26/2018 3:12,,,,,b5f18680743357e93350a2f361,No,Strongly Disagree,4,Strongly Agree,,3,5,,,,,,Yes,Education,,,,> 60,Female,"$25,000-$49,999",Pacific,iOS Phone / Tablet
6718619720,170687521,2/26/2018 3:01,2/26/2018 3:11,,,,,dfda029cff1b802d8ee3df1ea1,No,Strongly Disagree,Strongly Disagree,Strongly Agree,,6,Strongly Agree,,,,,,Unsure,Health,,,,45-60,Female,"$25,000-$49,999",West South Central,Android Phone / Tablet
6718606489,170687521,2/26/2018 2:58,2/26/2018 2:59,,,,,0e70e73e77a895da779b5fcc11,Yes,7,7,8,,5,9,,,Coursera,,,No,Other,,,,30-44,Female,Prefer not to answer,Pacific,Windows Desktop / Laptop
6718604054,170687470,2/26/2018 2:55,2/26/2018 2:57,174.207.7.145,,,,,No,7,4,Strongly Agree,,4,6,,,,,,No,Other,,,,,,,,
6718603927,170687521,2/26/2018 2:56,2/26/2018 2:57,,,,,72dcd451b9883d55e3ed4fba21,Yes,5,6,6,,4,7,,,,,Lynda.com,No,Law,,,,45-60,Female,"$50,000-$74,999",Pacific,Windows Desktop / Laptop
6718598581,170687521,2/26/2018 2:51,2/26/2018 2:52,,,,,9c84e464bf1000d9723ebe911c,Yes,6,7,9,,7,9,,,Coursera,,,No,Law,,,,45-60,Female,"$100,000-$124,999",Pacific,MacOS Desktop / Laptop
6718586427,170687521,2/26/2018 2:38,2/26/2018 2:40,,,,,fffdd8a6677d859b0270431a1d,No,8,8,7,,7,9,Udacity,,,,,No,Manufacturing,,,,45-60,Female,"$125,000-$149,999",East North Central,Windows Desktop / Laptop
6718575649,170687521,2/26/2018 2:27,2/26/2018 2:29,,,,,933aeec8de6fa4771b7540a68f,Unemployed,8,7,6,,6,6,,,Coursera,,,No,Other,,,,30-44,Female,"$10,000-$24,999",South Atlantic,iOS Phone / Tablet
6718575635,170687521,2/26/2018 2:27,2/26/2018 2:29,,,,,cb0ecfcff301fd141542b12cfc,Yes,Strongly Agree,Strongly Disagree,Strongly Agree,,6,Strongly Disagree,,,Coursera,,,No,"Finance, Investment, or Accounting",,,,45-60,Female,"$10,000-$24,999",East South Central,iOS Phone / Tablet
6718572206,170687521,2/26/2018 2:23,2/26/2018 2:25,,,,,d9491f13fd90a26a9ce90264f5,No,7,7,7,,6,6,Udacity,,,,,No,Education,,,,18-29,Female,"$10,000-$24,999",South Atlantic,Android Phone / Tablet
6718571848,170687521,2/26/2018 2:23,2/26/2018 2:25,,,,,87e1ef115d4cc982c9725badad,No,Strongly Agree,5,5,,5,3,,,,,Lynda.com,Yes,Health,,,,18-29,Female,"$10,000-$24,999",Pacific,MacOS Desktop / Laptop
6718570298,170687521,2/26/2018 2:21,2/26/2018 2:23,,,,,677f928aa64ac3e67ca1b0f045,Unemployed,Strongly Agree,7,9,,Strongly Disagree,5,,,,,,No,Other,,,,> 60,Female,Prefer not to answer,Pacific,Android Phone / Tablet
6718565855,170687521,2/26/2018 2:17,2/26/2018 2:18,,,,,f06200133dc58e25ddd08ee9fd,Unemployed,8,8,7,,Strongly Disagree,9,,,,,,No,Military,,,,> 60,Male,"$25,000-$49,999",Mountain,Windows Desktop / Laptop
6718564310,170687521,2/26/2018 2:14,2/26/2018 2:16,,,,,2c74fc840a08003d58161867f3,Unemployed,6,4,7,,5,7,,,,,,No,Manufacturing,,,,> 60,Male,Prefer not to answer,Pacific,Windows Desktop / Laptop
6718562037,170687521,2/26/2018 2:10,2/26/2018 2:14,,,,,62928d34a3f3a910230cfc5407,Unemployed,7,Strongly Agree,5,,4,Strongly Agree,,,,,Lynda.com,No,Manufacturing,,,,18-29,Female,"$0-$9,999",Middle Atlantic,Android Phone / Tablet
6718561322,170687521,2/26/2018 2:12,2/26/2018 2:13,,,,,d22c22a0d5acbad99403bf6361,No,8,8,9,,6,6,Udacity,,,,,No,Retail,,,,> 60,Female,"$25,000-$49,999",Middle Atlantic,iOS Phone / Tablet
6718560432,170687521,2/26/2018 2:08,2/26/2018 2:12,,,,,b010c62633f385a582b75fb67b,No,8,4,8,,5,9,,,,,,No,Health,,,,30-44,Female,"$25,000-$49,999",New England,Android Phone / Tablet
6718559539,170687521,2/26/2018 2:10,2/26/2018 2:11,,,,,6618804bb120d19b80cfbe5f84,Unemployed,8,5,5,,4,6,,,,,,No,Other,,,,45-60,Female,"$75,000-$99,999",Pacific,MacOS Desktop / Laptop
6718559058,170687521,2/26/2018 2:08,2/26/2018 2:11,,,,,f6b0b935c8035b96dc884ff5ef,No,5,4,9,,6,Strongly Disagree,,,,,Lynda.com,No,Health,,,,30-44,Female,"$25,000-$49,999",East South Central,Android Phone / Tablet
6718559001,170687521,2/26/2018 2:09,2/26/2018 2:11,,,,,8ef8023deb8cfc3076aa0d3a5b,No,Strongly Disagree,3,Strongly Disagree,,7,2,,,Coursera,,,Unsure,Health,,,,18-29,Female,"$0-$9,999",Middle Atlantic,iOS Phone / Tablet
6718556792,170687521,2/26/2018 2:07,2/26/2018 2:08,,,,,167250abce65737e56fec21d5a,Yes,6,Strongly Agree,8,,5,7,,,,,Lynda.com,No,Other,,,,45-60,Female,"$150,000-$174,999",Pacific,iOS Phone / Tablet
6718552910,170687521,2/26/2018 2:02,2/26/2018 2:04,,,,,d8ce006e92ae15da2186c48990,No,8,9,9,,8,8,,,,,Lynda.com,No,Other,,,,45-60,Male,"$50,000-$74,999",Pacific,Windows Desktop / Laptop
6718551379,170687521,2/26/2018 2:00,2/26/2018 2:02,,,,,3b172d0c662657b549ea43db3f,No,9,5,6,,5,7,,Udemy,Coursera,,,No,Other,,,,30-44,Female,"$0-$9,999",West North Central,Android Phone / Tablet
6718545742,170687521,2/26/2018 1:54,2/26/2018 1:56,,,,,f54e4a07bc05de72adbad4acb9,Unemployed,2,Strongly Disagree,Strongly Disagree,,5,9,,,,,,No,Information Technology,,,,45-60,Male,"$175,000-$199,999",West North Central,iOS Phone / Tablet
6718544920,170687521,2/26/2018 1:53,2/26/2018 1:55,,,,,d9f2fbee350dc59f5a3327bce4,No,5,5,7,,3,8,,,,,,No,Other,,,,45-60,Female,"$50,000-$74,999",Pacific,Windows Desktop / Laptop
6718543559,170687521,2/26/2018 1:51,2/26/2018 1:54,,,,,f5bbd185e7bdd7d2161e79e0fb,Unemployed,Strongly Agree,Strongly Disagree,6,,6,Strongly Agree,,,,,,No,Other,,,,> 60,Female,"$10,000-$24,999",South Atlantic,Windows Desktop / Laptop
6718542958,170687521,2/26/2018 1:51,2/26/2018 1:53,,,,,374bc21d2b3fd42dcfe01881d4,No,6,Strongly Agree,Strongly Disagree,,Strongly Disagree,Strongly Agree,,,,,,No,Law,,,,> 60,Male,"$25,000-$49,999",South Atlantic,Windows Desktop / Laptop
6718542627,170687521,2/26/2018 1:51,2/26/2018 1:53,,,,,6beb024b9a65850df6e1acd9f5,No,2,3,4,,Strongly Disagree,Strongly Agree,,,,,,No,Retail,,,,> 60,Female,"$150,000-$174,999",Pacific,iOS Phone / Tablet
6718541332,170687521,2/26/2018 1:48,2/26/2018 1:51,,,,,cfdb0751ed6ad17f5fd9e31ec0,Unemployed,5,5,7,,2,8,,,,,,No,Education,,,,> 60,Female,"$25,000-$49,999",East North Central,MacOS Desktop / Laptop
6718539389,170687521,2/26/2018 1:39,2/26/2018 1:49,,,,,954a003dbf1cdbdb77e9b8bdbd,No,8,7,2,,9,6,,,,,,Yes,"Finance, Investment, or Accounting",,,,45-60,Female,Prefer not to answer,Pacific,MacOS Desktop / Laptop
6718537975,170687470,2/26/2018 1:45,2/26/2018 1:47,70.113.3.176,,,,,No,8,3,Strongly Agree,,8,Strongly Agree,,,,,Lynda.com,No,Information Technology,,,,,,,,
6718534169,170687521,2/26/2018 1:39,2/26/2018 1:43,,,,,a9957876df103885d9140d59a0,Yes,7,6,7,,5,8,,,,,,Unsure,Retail,,,,45-60,Female,Prefer not to answer,New England,Android Phone / Tablet
6718532937,170687521,2/26/2018 1:41,2/26/2018 1:41,,,,,4c9c671160cb87bfd79bc3ff15,No,7,5,5,,6,6,,,,Pluralsight,,No,Other,,,,18-29,Female,"$50,000-$74,999",Mountain,iOS Phone / Tablet
6718531448,170687521,2/26/2018 1:38,2/26/2018 1:40,,,,,2b4be216d2c914e753f1c288ef,No,6,4,5,,5,7,,,,,,No,Retail,,,,18-29,Female,"$75,000-$99,999",West South Central,iOS Phone / Tablet
6718529121,170687521,2/26/2018 1:35,2/26/2018 1:37,,,,,dadbfe9c80b64703b8f14d734a,No,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,8,,,,,Lynda.com,No,Other,,,,18-29,Female,"$0-$9,999",Middle Atlantic,iOS Phone / Tablet
6718523741,170687521,2/26/2018 1:25,2/26/2018 1:31,,,,,76ac9394783ff5ad65d8381be3,No,2,Strongly Disagree,8,,5,8,,,,,,Unsure,Retail,,,,> 60,Female,"$10,000-$24,999",South Atlantic,iOS Phone / Tablet
6718523576,170687521,2/26/2018 1:29,2/26/2018 1:31,,,,,412f9d95c0f7dcfd254e155642,Yes,5,4,3,,3,6,,,,,,No,Agriculture,,,,> 60,Female,"$25,000-$49,999",Middle Atlantic,iOS Phone / Tablet
6718521796,170687521,2/26/2018 1:26,2/26/2018 1:29,,,,,ab8333fd1c36296d2b1dbf5378,Yes,Strongly Agree,9,Strongly Agree,,7,3,,Udemy,,,,Yes,Information Technology,,,,30-44,Female,"$50,000-$74,999",South Atlantic,Windows Desktop / Laptop
6718521501,170687521,2/26/2018 1:26,2/26/2018 1:29,,,,,4179b74d552352b52fd4038fcd,No,3,Strongly Disagree,Strongly Agree,,5,5,,Udemy,Coursera,,,No,Health,,,,30-44,Female,"$25,000-$49,999",New England,iOS Phone / Tablet
6718521072,170687521,2/26/2018 1:27,2/26/2018 1:28,,,,,c7b06c1ee1645bdc859b08e422,No,8,9,Strongly Agree,,5,4,,,,,,No,Health,,,,45-60,Female,"$25,000-$49,999",East North Central,Windows Desktop / Laptop
6718517892,170687521,2/26/2018 1:23,2/26/2018 1:25,,,,,c6e63f01ea1d9a68b36837a9b6,No,Strongly Agree,5,8,,Strongly Disagree,7,Udacity,,,,,Yes,Information Technology,,,,18-29,Male,Prefer not to answer,East North Central,Android Phone / Tablet
6718514999,170687521,2/26/2018 1:20,2/26/2018 1:22,,,,,77fb95f361735f93abcd7b015c,Unemployed,8,4,9,,Strongly Disagree,Strongly Agree,,,,,,No,Information Technology,,,,30-44,Female,"$50,000-$74,999",East South Central,Android Phone / Tablet
6718514852,170687521,2/26/2018 1:20,2/26/2018 1:21,,,,,d533077acb95a7416fbef3c552,Yes,8,4,8,,3,9,,Udemy,Coursera,,Lynda.com,Yes,Retail,,,,18-29,Female,"$25,000-$49,999",West South Central,iOS Phone / Tablet
6718514015,170687521,2/26/2018 1:19,2/26/2018 1:21,,,,,a22d003eb48041476221c0dea1,No,7,7,7,,5,6,,,,,,No,Other,,,,> 60,Female,"$50,000-$74,999",Mountain,Windows Desktop / Laptop
6718509725,170687521,2/26/2018 1:13,2/26/2018 1:16,,,,,df8c60abfa5ee475c08786d089,Unemployed,Strongly Agree,3,8,,2,7,,,,,,Unsure,Health,,,,> 60,Male,"$25,000-$49,999",East North Central,Windows Desktop / Laptop
6718508331,170687521,2/26/2018 1:11,2/26/2018 1:14,,,,,7d1e31cbf1c29f42d732dea641,Yes,7,5,7,,7,9,,,Coursera,,,No,Health,,,,> 60,Female,"$10,000-$24,999",South Atlantic,Windows Desktop / Laptop
6718507222,170687521,2/26/2018 1:11,2/26/2018 1:13,,,,,4590987ba10882409d322b7baf,No,7,9,7,,2,3,,Udemy,,,,No,Other,,,,> 60,Male,"$100,000-$124,999",Pacific,Android Phone / Tablet
6718506280,170687521,2/26/2018 1:10,2/26/2018 1:12,,,,,efd1563f29dc0e96da6c23f141,Unemployed,3,Strongly Disagree,7,,Strongly Disagree,Strongly Agree,,,,,,No,"Finance, Investment, or Accounting",,,,> 60,Female,Prefer not to answer,Mountain,iOS Phone / Tablet
6718504234,170687521,2/26/2018 1:08,2/26/2018 1:09,,,,,b83b23b4fb68f46ec28d4d11dd,No,Strongly Agree,8,9,,2,6,,,,Pluralsight,,No,Health,,,,45-60,Female,Prefer not to answer,Pacific,iOS Phone / Tablet
6718499941,170687521,2/26/2018 1:03,2/26/2018 1:05,,,,,c56418009475376b1bbc7a254c,No,Strongly Disagree,Strongly Disagree,Strongly Disagree,,Strongly Disagree,Strongly Disagree,,,,,,No,Other,,,,45-60,Female,"$25,000-$49,999",Middle Atlantic,iOS Phone / Tablet
6718499239,170687521,2/26/2018 1:03,2/26/2018 1:04,,,,,5036d8933d81125c9eba846a90,Unemployed,7,8,8,,7,4,,,,,Lynda.com,No,Other,,,,30-44,Female,"$10,000-$24,999",West South Central,Android Phone / Tablet
6718496332,170687521,2/26/2018 0:59,2/26/2018 1:01,,,,,3b318614dffbd7c26b05dc9e51,Unemployed,4,5,5,,Strongly Agree,Strongly Disagree,,,,,,No,Other,,,,18-29,Female,"$0-$9,999",West South Central,iOS Phone / Tablet
6718494633,170687521,2/26/2018 0:58,2/26/2018 0:59,,,,,d2c9301f0aafaba9e7470dae8c,Yes,6,4,6,,9,8,,,,,Lynda.com,Unsure,Law,,,,30-44,Female,"$200,000+",South Atlantic,Android Phone / Tablet
6718494466,170687521,2/26/2018 0:57,2/26/2018 0:58,,,,,6e353ec4fc6c4ce194149225cf,No,Strongly Agree,Strongly Disagree,5,,3,Strongly Agree,,,,,,No,Other,,,,18-29,Female,"$150,000-$174,999",West South Central,Windows Desktop / Laptop
6718492771,170687521,2/26/2018 0:54,2/26/2018 0:57,,,,,a235c04d387ce2a1f9f0c897cc,No,8,7,7,,7,6,,,,Pluralsight,,No,Other,,,,45-60,Female,"$0-$9,999",Pacific,Android Phone / Tablet
6718488793,170687521,2/26/2018 0:49,2/26/2018 0:52,,,,,e7770604bf6830295eeb62875e,No,4,7,2,,2,9,,,,,,No,Education,,,,> 60,Female,"$150,000-$174,999",East North Central,iOS Phone / Tablet
6718488671,170687521,2/26/2018 0:49,2/26/2018 0:52,,,,,e7ba170d48dd0f5c8db41c2e29,No,6,3,7,,5,8,,,,,,Unsure,Other,,,,30-44,Female,"$50,000-$74,999",Pacific,iOS Phone / Tablet
6718488502,170687521,2/26/2018 0:50,2/26/2018 0:52,,,,,dfeb43680c43804ed3d3f65a6f,Unemployed,3,3,Strongly Agree,,Strongly Agree,4,Udacity,Udemy,,,Lynda.com,No,Information Technology,,,,30-44,Male,"$50,000-$74,999",East South Central,Windows Desktop / Laptop
6718486823,170687521,2/26/2018 0:48,2/26/2018 0:50,,,,,2df940e5f1e89ee40a2d3652ca,No,8,7,Strongly Agree,,5,2,,,,,,Unsure,Other,,,,45-60,Female,"$10,000-$24,999",West North Central,Windows Desktop / Laptop
6718485272,170687521,2/26/2018 0:46,2/26/2018 0:48,,,,,17333d598147d13adc3ea127b9,Yes,8,8,8,,7,9,Udacity,,,,,No,Other,,,,> 60,Male,"$50,000-$74,999",South Atlantic,Windows Desktop / Laptop
6718483259,170687521,2/26/2018 0:44,2/26/2018 0:45,,,,,f3f22415f26e1f4e5ea46dce7d,No,Strongly Agree,5,6,,6,3,,,,,,No,Health,,,,18-29,Female,"$50,000-$74,999",Pacific,Android Phone / Tablet
6718482996,170687521,2/26/2018 0:44,2/26/2018 0:45,,,,,16caf76f356ef9b565169631be,No,5,5,6,,4,4,,,,,,No,Other,,,,45-60,Female,Prefer not to answer,West South Central,Windows Desktop / Laptop
